Score,Kommune,Parti,Anden liste,Navn,"1. ""Kommunen skal prioritere, at skolerne får flere midler til indkøb af klimavenlige og bæredygtige råvarer til madkundskab""","2. ""Ved kommunale bevillinger til arrangementer, som involverer udgifter til mad/forplejning, skal de klimavenlige kostråd følges, og der skal altid være et plantebaseret alternativ""","3. ""Fødevareministeriet har fået beregnet de sundhedsøkonomiske gevinster ved, at danskerne følger kostrådene. Der skal laves en tilsvarende beregning af de sundhedsøkonomiske gevinster for min kommune""","4. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På plejehjem, ældrecentre og ved kommunal madudbringning til ældre)""","5. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I skoler)""","6. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (I daginstitutioner)""","7. ""De offentlige køkkener i kommunen skal tilbyde en vegetarisk valgmulighed; som kun består af vegetabilske fødevarer (På kommunale arbejdspladser)""","8. ""Alle offentlige køkkener i kommunen skal som udgangspunkt servere en 100 % plantebaseret kost, hvor eventuelle animalske fødevarer er et aktivt tilvalg""","9. ""Alle skolers mælkeordninger skal tilbyde en plantebaseret drik""","10. Nogle d1ginstitutioner h1r en politik om, 1t børnene sk1l s1mles om et fælles måltid. I nogle 1f de institutioner tilbydes der dog ikke s1mtidigt det mest klim1venlige måltid – et pl1nteb1seret måltid. Det betyder, 1t f1milier, som h1r v1lgt 1t leve klim1venligt, ikke k1n få deres ønske opfyldt, fordi det er i konflikt med politikken om et fælles måltid. Hv1d sk1l kommunens måltidspolitik være? ","11. ""Kommunen skal opstille en målsætning om 25 % CO2-reduktion i 2025 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","12. ""Kommunen skal opstille en målsætning om 50 % CO2-reduktion i 2030 fra maden i de offentlige køkkener (referenceåret for sammenligningen er 2020)""","13. ""Min kommune skal erklære sig som foregangskommune og udarbejde en strategi for plantebaserede fødevarer fra jord til bord""",14. Konkret borgernær case (daginstitution)*,"15 ""Kommunen skal oprette forsøgspuljer til at fremme økologisk plantebaseret iværksætteri""","16. ""Kommunen skal afsætte penge til efteruddannelse af kommunens køkkenpersonale inden for tilberedning af klimavenlig, økologisk og plantebaseret mad"""
32,Roskilde,A. Socialdemokratiet,,Filiz Sarah Thunø,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32,Roskilde,G. Veganerpartiet,,Tina Nolsø ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
31,Rudersdal,A. Socialdemokratiet,,Alexander Baadh,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
8,Rudersdal,A. Socialdemokratiet,,Kristine Thrane,2,2,2,1,,0,,,1,,,,,,,
20,Rudersdal,C. Det Konservative Folkeparti,,Karen Schousboe,2,2,1,2,2,2,2,0,1,0,1,2,1,0,0,2
20,Rudersdal,C. Det Konservative Folkeparti,,Lars  Søndergaard-Nielsen,1,1,2,2,2,2,2,0,0,0,2,2,1,2,1,0
16,Rudersdal,C. Det Konservative Folkeparti,,Claus Hjorting,2,0,2,2,2,2,1,0,0,0,1,0,2,0,0,2
13,Rudersdal,C. Det Konservative Folkeparti,,Lene Stener,2,2,0,1,1,1,1,0,1,0,1,1,2,0,0,0
29,Rudersdal,F. Socialistisk Folkeparti,,Dorte Nørbo,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2
25,Rudersdal,F. Socialistisk Folkeparti,,Bernt Stubbe Østergaard,2,2,2,1,2,2,1,1,2,,2,1,2,2,1,2
11,Rudersdal,O. Dansk Folkeparti,,Jan Erik Messmann,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1
10,Rudersdal,V. Venstre,,Alexander Foged,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
21,Rudersdal,Ø. Enhedslisten,,Aleksandra Maria Spangsege,2,2,1,2,2,2,2,0,1,2,1,1,0,1,1,1
29,Rudersdal,Ø. Enhedslisten,,Lisette Jespersen,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2
27,Rudersdal,Ø. Enhedslisten,,Peter Ussing,2,2,2,1,2,2,1,0,2,1,2,2,2,2,2,2
27,Rudersdal,B. Det Radikale Venstre,,Nada Naanaah ,2,2,2,2,2,2,2,2,1,1,0,2,2,1,2,2
16,Rødovre,A. Socialdemokratiet,,Jesper Clausson,2,1,2,2,2,0,0,0,1,0,2,2,1,0,0,1
9,Rødovre,B. Det Radikale Venstre,,Kirsten Aalling,1,2,1,1,1,1,1,0,0,1,,,,,,
19,Rødovre,C. Det Konservative Folkeparti,,Jette Louise Skovgaard Larsen,1,1,1,2,2,1,2,1,1,1,1,2,0,0,2,1
16,Rødovre,C. Det Konservative Folkeparti,,Tina Hippe Hansen,1,0,1,2,2,2,2,0,1,2,0,0,0,2,1,0
7,Rødovre,C. Det Konservative Folkeparti,,Jens Erik Mejlsbye,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
2,Rødovre,C. Det Konservative Folkeparti,,Peter Lund Sørensen,0,0,1,1,0,0,0,0,0,0,,,,,,
26,Rødovre,F. Socialistisk Folkeparti,,Henrik Havn,2,2,1,2,2,2,2,0,2,2,2,2,1,2,0,2
17,Rødovre,K. Kristendemokraterne,,Johnnie Gregersen,1,2,1,2,2,2,2,0,1,0,0,0,0,2,1,1
4,Rødovre,V. Venstre,,Lasse Stensby Baasch,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
24,Rødovre,Ø. Enhedslisten,,Annette Skinhøj,2,2,1,2,2,2,2,0,1,1,2,2,1,0,2,2
17,Rødovre,Ø. Enhedslisten,,Marianne Christensen,2,2,1,1,1,,1,0,1,1,1,1,1,1,1,2
20,Rødovre,A. Socialdemokratiet,,Arbresh Useini,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2
13,Samsø,C. Det Konservative Folkeparti,,Per Hingel,2,1,0,1,1,1,1,0,1,1,0,0,0,2,1,1
27,Samsø,F. Socialistisk Folkeparti,,Anne Grethe Olsen,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2
22,Samsø,V. Venstre,,Anja Guldborg,2,1,1,2,2,2,2,1,1,2,0,0,2,0,2,2
22,Silkeborg,A. Socialdemokratiet,,Kristian Stride,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1
6,Silkeborg,A. Socialdemokratiet,,Helle Præsius Busk,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
24,Silkeborg,B. Det Radikale Venstre,,Morten Junget,2,2,1,2,2,2,2,1,2,2,2,2,1,0,0,1
23,Silkeborg,B. Det Radikale Venstre,,Per Knudsen,2,2,2,2,2,2,2,0,2,1,2,2,0,0,0,2
18,Silkeborg,C. Det Konservative Folkeparti,,Lars Hedegaard,2,2,2,0,2,1,0,0,0,0,2,2,2,1,0,2
7,Silkeborg,C. Det Konservative Folkeparti,,Malthe Borlund Bonde,0,1,0,1,1,1,1,0,1,1,,,,,,
8,Silkeborg,D. Nye Borgerlige,,Hans Rytter,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,1
7,Silkeborg,D. Nye Borgerlige,,Vivi Kjærgård,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
3,Silkeborg,D. Nye Borgerlige,,Poul Erik Rohde,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,Silkeborg,D. Nye Borgerlige,,Jan Beck-Nielsen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,Silkeborg,F. Socialistisk Folkeparti,,Claus Løwe Klostergård,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2
7,Silkeborg,F. Socialistisk Folkeparti,,Bente Refslund,1,1,1,0,0,0,1,0,1,0,2,0,0,,,
4,Silkeborg,O. Dansk Folkeparti,,Steen Søndergaard,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,Silkeborg,V. Venstre,,Anders Hartvig,2,2,1,1,1,0,1,0,2,1,0,0,2,1,2,2
22,Silkeborg,Ø. Enhedslisten,,Jørgen Madsen,2,2,1,1,,2,1,1,1,2,2,2,1,1,2,1
26,Silkeborg,Å. Alternativet,,Lars Holstein Petersen,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1
13,Skanderborg,A. Socialdemokratiet,,Andreas Tang-Brock,0,2,0,1,1,1,2,1,0,1,0,0,0,0,2,2
8,Skanderborg,C. Det Konservative Folkeparti,,Lars Clausen,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1
7,Skanderborg,C. Det Konservative Folkeparti,,Klaus Randrup,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1
21,Skanderborg,F. Socialistisk Folkeparti,,Mogens Engsig-Karup,2,1,2,2,2,2,2,0,0,1,1,2,0,2,0,2
5,Skanderborg,F. Socialistisk Folkeparti,,Kai Frostholm,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
10,Skanderborg,I. Liberal Alliance,,Michael Valentin Ilsø,1,0,0,1,1,1,1,0,1,1,0,0,0,2,0,1
2,Skanderborg,I. Liberal Alliance,,Jonas Thomsen,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7,Skanderborg,Ø. Enhedslisten,,Anette Cecilie Skriver,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
28,Skanderborg,Ø. Enhedslisten,,Annette Buur ,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2
31,Skanderborg,Å. Alternativet,,Mira Issa Bloch,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
30,Skanderborg,Å. Alternativet,,Nikoline Erbs Hillers-Bendtsen,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2
0,Skanderborg,O. Dansk Folkeparti,,Steffen G. Møller,0,0,0,0,0,0,0,0,0,,,,,,,
24,Skive,A. Socialdemokratiet,,Marianne Fløe Fejerskov,2,2,2,1,1,1,1,1,2,2,2,2,2,0,2,1
20,Skive,A. Socialdemokratiet,,Carsten Høgh Nielsen,1,2,1,1,1,1,1,1,0,1,2,1,2,2,1,2
16,Skive,A. Socialdemokratiet,,Jonna Skov,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1
11,Skive,A. Socialdemokratiet,,Ella Susanne Grove Andersen,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
29,Skive,B. Det Radikale Venstre,,Gorm Wæhrens,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8,Skive,B. Det Radikale Venstre,,Ellen Bye Jensen,1,1,0,1,,1,1,0,0,1,0,0,0,0,1,1
18,Skive,C. Det Konservative Folkeparti,,Mogens Birkelund,1,1,2,1,1,1,1,0,0,2,1,1,1,2,2,1
29,Skive,F. Socialistisk Folkeparti,,Else Stokholm,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2
25,Skive,F. Socialistisk Folkeparti,,Thue Grum-Schwensen,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2
23,Skive,F. Socialistisk Folkeparti,,Mia Sönchen Johansen,2,2,1,1,2,2,2,0,1,1,1,1,1,2,2,2
12,Skive,F. Socialistisk Folkeparti,,Anders Bøge,1,2,0,2,2,2,2,0,1,0,,,,,,
13,Skive,V. Venstre,,Gregers Frederiksen,0,1,0,1,1,1,1,0,1,2,0,0,0,2,2,1
8,Skive,V. Venstre,,Christian Vad Holm,0,1,0,1,1,1,1,0,1,0,0,0,0,2,0,0
6,Skive,V. Venstre,,Betina Bugge ,1,0,0,1,1,1,1,0,0,0,0,0,0,1,,
4,Skive,V. Venstre,,Evan Holst,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
26,Slagelse,A. Socialdemokratiet,,Jørgen Andersen,2,2,1,2,,2,2,1,1,1,2,2,2,2,2,2
13,Slagelse,A. Socialdemokratiet,,Jimmi Jørgensen,1,1,2,1,1,1,1,1,0,0,1,1,1,0,1,0
11,Slagelse,A. Socialdemokratiet,,Jannik Juul Nielsen,2,1,1,0,0,0,0,0,1,2,1,0,0,0,1,2
10,Slagelse,A. Socialdemokratiet,,Mickei Reinhold Jacobsen,2,0,1,1,1,1,1,0,0,0,0,0,0,2,0,1
24,Slagelse,B. Det Radikale Venstre,,Poul Arne Spens Bødker,2,2,2,1,2,2,2,1,1,1,2,2,1,0,1,2
23,Slagelse,B. Det Radikale Venstre,,Annette Stærke,2,2,2,2,2,2,2,0,2,2,0,0,1,2,0,2
15,Slagelse,C. Det Konservative Folkeparti,,Jane Dahl,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
15,Slagelse,C. Det Konservative Folkeparti,,Susanne Haar Sandholdt,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1
13,Slagelse,C. Det Konservative Folkeparti,,Niels Jørgensen,1,1,1,2,2,2,2,0,0,0,0,0,0,1,1,0
2,Slagelse,D. Nye Borgerlige,,Klaus Juel Hansen,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2,Slagelse,D. Nye Borgerlige,,Thomas Vesth,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
18,Slagelse,F. Socialistisk Folkeparti,,Arne Brandt Pedersen,1,2,1,1,,2,2,1,1,1,2,2,0,0,0,2
32,Slagelse,G. Veganerpartiet,,Katrine Ida Olsson,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12,Slagelse,I. Liberal Alliance,,Mia Danielsson,1,1,0,1,1,1,1,0,1,1,0,0,0,2,0,2
17,Slagelse,V. Venstre,,Claus Calum,2,1,1,1,1,2,1,1,1,2,1,1,1,1,,
25,Slagelse,Ø. Enhedslisten,,Mads Kofoed,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2
28,Slagelse,Ø. Enhedslisten,,Mogens Bærendtsen,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2
11,Slagelse,B. Det Radikale Venstre,,Poul Bek-Pedersen ,1,1,1,0,0,0,0,0,0,1,1,1,1,2,1,1
6,Slagelse,C. Det Konservative Folkeparti,,Helena Vedholm,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
1,Slagelse,D. Nye Borgerlige,,Anette Woetmann ,1,0,0,0,0,0,0,0,0,,,,,,,
30,Slagelse,G. Veganerpartiet,,Jacob Lind Gregersen ,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
27,Slagelse,B. Det Radikale Venstre,,Ruth Avlund Bek-Pedersen ,2,2,2,2,2,2,2,1,1,0,2,2,2,1,2,2
31,Slagelse,F. Socialistisk Folkeparti,,Jurjen de Boer,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
28,Solrød,A. Socialdemokratiet,,Finn Larsen,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2
14,Solrød,A. Socialdemokratiet,,Arne Nowicki Pedersen,1,2,1,1,1,1,1,0,1,1,0,0,1,1,1,1
20,Solrød,B. Det Radikale Venstre,,Per Laursen,1,1,1,1,2,1,1,1,0,2,2,2,1,1,1,2
1,Solrød,I. Liberal Alliance,,Emil Blücher,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,Sorø,A. Socialdemokratiet,,Annette Raaschou van der Star,2,2,1,1,1,1,1,0,1,1,2,1,0,0,1,1
14,Sorø,A. Socialdemokratiet,,Rene Schlüter Rasmussen,2,1,1,1,1,1,0,0,0,1,1,1,0,2,1,1
10,Sorø,A. Socialdemokratiet,,Christian Bjerre Høst,1,0,1,1,1,1,1,0,0,0,1,1,0,2,0,0
31,Sorø,B. Det Radikale Venstre,,Sascha Fich,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
23,Sorø,C. Det Konservative Folkeparti,,Eva Sell,2,2,0,2,2,2,2,2,0,2,2,2,2,0,0,1
11,Sorø,C. Det Konservative Folkeparti,,Janus Tarp,1,1,1,0,1,1,1,0,1,2,1,0,0,0,0,1
5,Sorø,C. Det Konservative Folkeparti,,Marianne Vinding,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
14,Sorø,D. Nye Borgerlige,,Henrik Andersen,2,1,1,2,1,1,1,0,1,0,1,1,0,0,1,1
8,Sorø,D. Nye Borgerlige,,Susanne Borggaard,1,1,1,1,1,1,1,0,1,0,0,0,0,0,,
27,Sorø,F. Socialistisk Folkeparti,,Jens Jørgen Hansen,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2
23,Sorø,F. Socialistisk Folkeparti,,Kristiane Nyborg,1,1,0,2,2,2,2,1,0,2,2,2,2,2,0,2
22,Sorø,F. Socialistisk Folkeparti,,Linda Nielsen,1,2,0,2,2,2,2,1,2,,2,2,2,0,0,2
4,Sorø,I. Liberal Alliance,,Benjamin Højland,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
18,Sorø,V. Venstre,,Jørgen Larsen ,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1
11,Sorø,V. Venstre,,Henrik Vester,1,1,0,2,0,0,2,0,1,2,0,0,0,0,1,1
10,Sorø,V. Venstre,,Asger Jørn Jørnow,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1
23,Sorø,Ø. Enhedslisten,,Bo Mouritzen,2,1,2,2,1,1,2,0,2,2,2,2,2,0,0,2
23,Stevns,A. Socialdemokratiet,,Ib Petersen,2,1,2,1,1,1,1,0,1,1,2,2,2,2,2,2
22,Stevns,A. Socialdemokratiet,,Henning Urban Dam,2,2,2,2,2,2,2,0,1,0,1,1,1,2,0,2
28,Stevns,B. Det Radikale Venstre,,Louise Vinther Alis,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2
13,Stevns,B. Det Radikale Venstre,,Johannes Frimodt-Møller ,1,1,1,0,1,1,2,0,1,2,1,1,0,0,0,1
27,Stevns,F. Socialistisk Folkeparti,,Julie Hoff Sørensen,2,2,1,2,2,2,2,1,1,2,2,2,2,0,2,2
22,Stevns,F. Socialistisk Folkeparti,,Jan Jespersen,1,2,1,2,2,2,2,1,1,1,1,,1,2,1,2
9,Stevns,F. Socialistisk Folkeparti,,Hans Chr. Rasmussen,1,0,0,1,1,1,1,0,0,2,1,1,0,0,0,0
4,Stevns,I. Liberal Alliance,,Lars Barthold Hansen,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
13,Stevns,V. Venstre,,Bjarne Nielsen,2,2,1,1,1,1,1,1,1,2,,,,,,
12,Stevns,V. Venstre,,Anette Mortensen,0,1,0,2,2,2,2,0,1,0,0,0,0,2,0,0
7,Stevns,V. Venstre,,John Dalsgaard Jensen,1,0,0,2,1,1,0,0,0,2,0,0,0,0,,
28,Stevns,Ø. Enhedslisten,,Heidi van den Heijkant Christiansen,2,2,2,2,2,2,2,0,2,1,2,2,2,2,1,2
30,Stevns,Ø. Enhedslisten,,Otto Mortensen ,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
8,Struer,A. Socialdemokratiet,,Dorte Vilsgaard,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
22,Struer,B. Det Radikale Venstre,,Emma Rørholm Vestergaard,1,2,1,2,2,2,2,2,2,1,0,0,1,2,1,1
26,Struer,F. Socialistisk Folkeparti,,Anne Kristine Bøge Petersen ,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,0
22,Struer,F. Socialistisk Folkeparti,,Ivan Holck Jensen ,2,2,1,2,2,2,2,0,0,1,2,2,1,1,1,1
0,Struer,B. Det Radikale Venstre,,Adam Jensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Struer,V. Venstre,,Kjeld Flarup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Svendborg,A. Socialdemokratiet,,Flemming Madsen,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
16,Svendborg,A. Socialdemokratiet,,Jesper Piil Thomsen,1,1,0,0,1,1,1,1,0,2,2,1,1,0,2,2
14,Svendborg,A. Socialdemokratiet,,Claus Krossteig,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,0
12,Svendborg,A. Socialdemokratiet,,Mai-Britt Elin Strøm,1,1,1,0,2,2,2,0,1,2,,,,,,
10,Svendborg,A. Socialdemokratiet,,Torben Jensen,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,2
8,Svendborg,A. Socialdemokratiet,,Bjarne Elnegaard,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
30,Svendborg,B. Det Radikale Venstre,,Mette Gregersen,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
28,Svendborg,B. Det Radikale Venstre,,Merete Visbjerg,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2
25,Svendborg,B. Det Radikale Venstre,,Steen Tinning,2,0,2,2,2,2,2,0,2,1,2,2,2,0,2,2
16,Svendborg,B. Det Radikale Venstre,,Kristina Siig,2,2,2,0,1,1,1,0,2,0,2,0,0,0,2,1
18,Svendborg,B. Det Radikale Venstre,,Teddy Stafsen,2,1,1,1,2,1,2,0,1,0,2,1,0,1,2,1
11,Svendborg,B. Det Radikale Venstre,,Majbritt Kjærulff,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
4,Svendborg,C. Det Konservative Folkeparti,,Johan Emil Rasmussen,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23,Svendborg,F. Socialistisk Folkeparti,,Grete Bonde,2,2,2,2,2,1,2,0,1,0,2,1,2,0,2,2
16,Svendborg,F. Socialistisk Folkeparti,,Ketil Bo Amtrup,2,1,1,1,1,1,1,0,1,1,1,1,0,2,1,1
12,Svendborg,V. Venstre,,Michael Strøm Corfixen,1,1,0,2,0,0,2,0,1,0,2,2,1,0,0,0
27,Svendborg,Ø. Enhedslisten,,Ib Bjarne knudsen,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2
30,Svendborg,Ø. Enhedslisten,,Johan Weltzin Kristensen,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2
29,Svendborg,Ø. Enhedslisten,,Vibeke syppli enrum,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2
31,Svendborg,Å. Alternativet,,Kasper Krebs,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3,Svendborg,D. Nye Borgerlige,,Henrik Tørnqvist Lauridsen ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,Syddjurs,A. Socialdemokratiet,,Jan Bruno Jensen,1,2,1,0,1,1,1,0,2,1,2,1,0,1,1,2
19,Syddjurs,B. Det Radikale Venstre,,Bjarke Jensen,1,2,0,1,2,2,1,0,1,1,1,1,2,2,1,1
18,Syddjurs,B. Det Radikale Venstre,,Kari Baklund,2,1,1,1,2,1,2,1,0,1,1,0,0,1,2,2
18,Syddjurs,B. Det Radikale Venstre,,Louise Bové Villadsen,1,2,0,2,2,2,2,0,2,2,0,0,0,2,0,1
27,Syddjurs,C. Det Konservative Folkeparti,,Kristian Damsgaard,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2
15,Syddjurs,C. Det Konservative Folkeparti,,Kim Witten Olesen,1,2,1,1,,,,0,2,0,0,0,2,2,2,2
12,Syddjurs,C. Det Konservative Folkeparti,,Steen Myrwick,2,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0
9,Syddjurs,C. Det Konservative Folkeparti,,Bjørn Jensen,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1
31,Syddjurs,F. Socialistisk Folkeparti,,Kim Lykke Jensen,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
27,Syddjurs,F. Socialistisk Folkeparti,,Morten Siig Henriksen,2,2,1,2,2,2,2,1,1,0,2,2,2,2,2,2
22,Syddjurs,F. Socialistisk Folkeparti,,Jakob Feldtfos Christensen,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1
22,Syddjurs,F. Socialistisk Folkeparti,,Kirstine Bille,1,2,2,1,1,1,1,0,1,2,2,2,0,2,2,2
20,Syddjurs,F. Socialistisk Folkeparti,,Helle Røge,2,1,1,2,1,2,1,0,1,0,1,1,2,2,1,2
8,Syddjurs,V. Venstre,,Carsten K. Bryrup,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,2
1,Syddjurs,V. Venstre,,Else Marie Høgh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Syddjurs,O. Dansk Folkeparti,,Grethe Møgelvang,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
30,Syddjurs,Å. Alternativet,,Mette Refshauge Foged,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
28,Sønderborg,A. Socialdemokratiet,,Charlotte Grau ,2,2,2,1,2,2,2,2,2,1,2,2,2,,2,2
22,Sønderborg,B. Det Radikale Venstre,,Anders Dohn Sonne,2,2,2,0,2,2,2,1,0,2,2,2,0,0,1,2
7,Sønderborg,C. Det Konservative Folkeparti,,Jesper Højmark Esbensen,0,0,0,1,1,1,1,0,0,0,2,1,0,,,
12,Sønderborg,D. Nye Borgerlige,,Svenja Karstensen ,1,1,1,2,1,0,2,0,0,0,0,0,1,1,1,1
7,Sønderborg,V. Venstre,,Ellen Trane Nørby,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
9,Thisted,A. Socialdemokratiet,,Peter Skriver Nielsen,2,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0
4,Thisted,D. Nye Borgerlige,,Daniel Madsen,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
28,Thisted,F. Socialistisk Folkeparti,,Erik Holm,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2
20,Thisted,F. Socialistisk Folkeparti,,Catherine Lønholdt,2,1,1,1,1,1,1,0,1,1,0,2,2,2,2,2
7,Thisted,I. Liberal Alliance,,Gitte Søe-Larsen,1,0,1,0,0,0,1,1,1,1,0,0,1,,,
19,Thisted,K. Kristendemokraterne,,Evan Straarup,1,1,1,0,1,1,1,1,2,2,2,1,1,2,1,1
11,Thisted,V. Venstre,,Ida Rytter,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
8,Thisted,V. Venstre,,Henrik Gregersen,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0
18,Thisted,Ø. Enhedslisten,,Berit Raldin ,2,2,1,1,2,,2,0,1,0,2,0,1,0,2,2
32,Thisted,Ø. Enhedslisten,,Jens Otto Madsen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27,Thisted,Ø. Enhedslisten,,Kirsten Strandgaard,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2
19,Thisted,Ø. Enhedslisten,,Troels Kristensen,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
24,Thisted,Å. Alternativet,,Ane Liebing Grøngaard,1,2,0,2,2,2,2,1,2,1,2,1,1,1,2,2
20,Thisted,Å. Alternativet,,Joachim Plaetner Kjeldsen,2,2,1,1,2,2,2,0,0,0,2,2,0,2,0,2
0,Thisted,O. Dansk Folkeparti,,Ib Poulsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Tønder,A. Socialdemokratiet,,Alina Racila,2,2,1,2,2,2,2,0,2,2,1,0,0,2,0,1
13,Tønder,A. Socialdemokratiet,,Palle Graversgaard,2,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
13,Tønder,A. Socialdemokratiet,,Torben Struck,1,1,2,0,2,2,2,0,0,1,0,0,0,0,1,1
22,Tønder,C. Det Konservative Folkeparti,,Helle Glass,2,2,1,2,2,2,2,0,0,0,1,1,1,2,2,2
30,Tønder,F. Socialistisk Folkeparti,,Bjarne Lund Henneberg,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
16,Tønder,O. Dansk Folkeparti,,Jan Voss Hansen,2,2,2,2,2,2,2,0,2,0,0,0,0,0,,
